grid_id,lat,lon,geometry,restaurant_count,weighted,population
M-0200,40.729088119750735,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7279619904904919, -73.9918472740440194 40.7302142427427469, -73.9947884505146050 40.7302142427427469, -73.9947884505146050 40.7279619904904919, -73.9918472740440194 40.7279619904904919))",22.0,3,2345.0
M-0201,40.729088119750735,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7279619904904919, -73.9889060975734338 40.7302142427427469, -73.9918472740440194 40.7302142427427469, -73.9918472740440194 40.7279619904904919, -73.9889060975734338 40.7279619904904919))",32.0,4,3081.0
M-0202,40.729088119750735,-73.98743550933814,"POLYGON ((-73.9859649211028483 40.7279619904904919, -73.9859649211028483 40.7302142427427469, -73.9889060975734338 40.7302142427427469, -73.9889060975734338 40.7279619904904919, -73.9859649211028483 40.7279619904904919))",69.0,7,4165.0
M-0203,40.729088119750735,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7279619904904919, -73.9830237446322627 40.7302142427427469, -73.9859649211028483 40.7302142427427469, -73.9859649211028483 40.7279619904904919, -73.9830237446322627 40.7279619904904919))",46.0,5,4200.0
M-0204,40.729088119750735,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7279619904904919, -73.9800825681616772 40.7302142427427469, -73.9830237446322627 40.7302142427427469, -73.9830237446322627 40.7279619904904919, -73.9800825681616772 40.7279619904904919))",30.0,4,904.0
M-0205,40.729088119750735,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7279619904904919, -73.9771413916910916 40.7302142427427469, -73.9800825681616772 40.7302142427427469, -73.9800825681616772 40.7279619904904919, -73.9771413916910916 40.7279619904904919))",14.0,2,3501.0
M-0206,40.72908811975074,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7279619904904919, -73.9742002152205060 40.7302142427427469, -73.9771413916910916 40.7302142427427469, -73.9771413916910916 40.7279619904904919, -73.9742002152205060 40.7279619904904919))",0.0,1,1524.0
M-0207,40.72908811975074,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7279619904904919, -73.9712590387499205 40.7302142427427469, -73.9742002152205060 40.7302142427427469, -73.9742002152205060 40.7279619904904919, -73.9712590387499205 40.7279619904904919))",0.0,1,956.0
M-0208,40.7313403720029,-74.01390609757341,"POLYGON ((-74.0124355093381183 40.7302142427427469, -74.0124355093381183 40.7324664949950019, -74.0153766858087039 40.7324664949950019, -74.0153766858087039 40.7302142427427469, -74.0124355093381183 40.7302142427427469))",0.0,1,382.0
M-0209,40.73134037200288,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7302142427427469, -74.0094943328675328 40.7324664949950019, -74.0124355093381183 40.7324664949950019, -74.0124355093381183 40.7302142427427469, -74.0094943328675328 40.7302142427427469))",0.0,1,382.0
M-0210,40.73134037200288,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7302142427427469, -74.0065531563969472 40.7324664949950019, -74.0094943328675328 40.7324664949950019, -74.0094943328675328 40.7302142427427469, -74.0065531563969472 40.7302142427427469))",12.0,2,1165.0
M-0211,40.73134037200288,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7302142427427469, -74.0036119799263616 40.7324664949950019, -74.0065531563969472 40.7324664949950019, -74.0065531563969472 40.7302142427427469, -74.0036119799263616 40.7302142427427469))",16.0,2,1165.0
M-0212,40.7313403720029,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7302142427427469, -74.0006708034557761 40.7324664949950019, -74.0036119799263616 40.7324664949950019, -74.0036119799263616 40.7302142427427469, -74.0006708034557761 40.7302142427427469))",59.0,6,4800.0
M-0213,40.7313403720029,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7302142427427469, -73.9977296269851905 40.7324664949950019, -74.0006708034557761 40.7324664949950019, -74.0006708034557761 40.7302142427427469, -73.9977296269851905 40.7302142427427469))",22.0,3,1930.0
M-0214,40.73134037200288,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7302142427427469, -73.9947884505146050 40.7324664949950019, -73.9977296269851905 40.7324664949950019, -73.9977296269851905 40.7302142427427469, -73.9947884505146050 40.7302142427427469))",9.0,1,795.0
M-0215,40.73134037200288,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7302142427427469, -73.9918472740440194 40.7324664949950019, -73.9947884505146050 40.7324664949950019, -73.9947884505146050 40.7302142427427469, -73.9918472740440194 40.7302142427427469))",25.0,3,2131.0
M-0216,40.73134037200288,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7302142427427469, -73.9889060975734338 40.7324664949950019, -73.9918472740440194 40.7324664949950019, -73.9918472740440194 40.7302142427427469, -73.9889060975734338 40.7302142427427469))",23.0,3,3370.0
M-0217,40.73134037200288,-73.98743550933816,"POLYGON ((-73.9859649211028483 40.7302142427427469, -73.9859649211028483 40.7324664949950019, -73.9889060975734338 40.7324664949950019, -73.9889060975734338 40.7302142427427469, -73.9859649211028483 40.7302142427427469))",25.0,3,1773.0
M-0218,40.73134037200288,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7302142427427469, -73.9830237446322627 40.7324664949950019, -73.9859649211028483 40.7324664949950019, -73.9859649211028483 40.7302142427427469, -73.9830237446322627 40.7302142427427469))",29.0,3,2897.0
M-0219,40.73134037200288,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7302142427427469, -73.9800825681616772 40.7324664949950019, -73.9830237446322627 40.7324664949950019, -73.9830237446322627 40.7302142427427469, -73.9800825681616772 40.7302142427427469))",29.0,3,5180.0
M-0220,40.73134037200288,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7302142427427469, -73.9771413916910916 40.7324664949950019, -73.9800825681616772 40.7324664949950019, -73.9800825681616772 40.7302142427427469, -73.9771413916910916 40.7302142427427469))",1.0,1,1182.0
M-0221,40.7313403720029,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7302142427427469, -73.9742002152205060 40.7324664949950019, -73.9771413916910916 40.7324664949950019, -73.9771413916910916 40.7302142427427469, -73.9742002152205060 40.7302142427427469))",0.0,1,956.0
M-0222,40.73134037200288,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7302142427427469, -73.9712590387499205 40.7324664949950019, -73.9742002152205060 40.7324664949950019, -73.9742002152205060 40.7302142427427469, -73.9712590387499205 40.7302142427427469))",0.0,1,1617.0
M-0223,40.73359262425504,-74.01390609757341,"POLYGON ((-74.0124355093381183 40.7324664949950019, -74.0124355093381183 40.7347187472472569, -74.0153766858087039 40.7347187472472569, -74.0153766858087039 40.7324664949950019, -74.0124355093381183 40.7324664949950019))",0.0,1,382.0
M-0224,40.73359262425504,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7324664949950019, -74.0094943328675328 40.7347187472472569, -74.0124355093381183 40.7347187472472569, -74.0124355093381183 40.7324664949950019, -74.0094943328675328 40.7324664949950019))",4.0,1,382.0
M-0225,40.73359262425504,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7324664949950019, -74.0065531563969472 40.7347187472472569, -74.0094943328675328 40.7347187472472569, -74.0094943328675328 40.7324664949950019, -74.0065531563969472 40.7324664949950019))",10.0,2,764.0
M-0226,40.733592624255024,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7324664949950019, -74.0036119799263616 40.7347187472472569, -74.0065531563969472 40.7347187472472569, -74.0065531563969472 40.7324664949950019, -74.0036119799263616 40.7324664949950019))",55.0,6,3720.0
M-0227,40.733592624255024,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7324664949950019, -74.0006708034557761 40.7347187472472569, -74.0036119799263616 40.7347187472472569, -74.0036119799263616 40.7324664949950019, -74.0006708034557761 40.7324664949950019))",49.0,5,3092.0
M-0228,40.73359262425504,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7324664949950019, -73.9977296269851905 40.7347187472472569, -74.0006708034557761 40.7347187472472569, -74.0006708034557761 40.7324664949950019, -73.9977296269851905 40.7324664949950019))",21.0,3,1930.0
M-0229,40.73359262425504,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7324664949950019, -73.9947884505146050 40.7347187472472569, -73.9977296269851905 40.7347187472472569, -73.9977296269851905 40.7324664949950019, -73.9947884505146050 40.7324664949950019))",13.0,2,1706.0
M-0230,40.73359262425504,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7324664949950019, -73.9918472740440194 40.7347187472472569, -73.9947884505146050 40.7347187472472569, -73.9947884505146050 40.7324664949950019, -73.9918472740440194 40.7324664949950019))",39.0,4,3414.0
M-0231,40.73359262425504,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7324664949950019, -73.9889060975734338 40.7347187472472569, -73.9918472740440194 40.7347187472472569, -73.9918472740440194 40.7324664949950019, -73.9889060975734338 40.7324664949950019))",30.0,4,3309.0
M-0232,40.73359262425504,-73.98743550933816,"POLYGON ((-73.9859649211028483 40.7324664949950019, -73.9859649211028483 40.7347187472472569, -73.9889060975734338 40.7347187472472569, -73.9889060975734338 40.7324664949950019, -73.9859649211028483 40.7324664949950019))",46.0,5,5137.0
M-0233,40.733592624255024,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7324664949950019, -73.9830237446322627 40.7347187472472569, -73.9859649211028483 40.7347187472472569, -73.9859649211028483 40.7324664949950019, -73.9830237446322627 40.7324664949950019))",2.0,1,561.0
M-0234,40.73359262425504,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7324664949950019, -73.9800825681616772 40.7347187472472569, -73.9830237446322627 40.7347187472472569, -73.9830237446322627 40.7324664949950019, -73.9800825681616772 40.7324664949950019))",5.0,1,1904.0
M-0235,40.733592624255024,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7324664949950019, -73.9771413916910916 40.7347187472472569, -73.9800825681616772 40.7347187472472569, -73.9800825681616772 40.7324664949950019, -73.9771413916910916 40.7324664949950019))",2.0,1,2199.0
M-0236,40.73359262425504,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7324664949950019, -73.9742002152205060 40.7347187472472569, -73.9771413916910916 40.7347187472472569, -73.9771413916910916 40.7324664949950019, -73.9742002152205060 40.7324664949950019))",0.0,1,1617.0
M-0237,40.73359262425504,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7324664949950019, -73.9712590387499205 40.7347187472472569, -73.9742002152205060 40.7347187472472569, -73.9742002152205060 40.7324664949950019, -73.9712590387499205 40.7324664949950019))",0.0,1,1880.0
M-0238,40.7358448765072,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7347187472472569, -74.0094943328675328 40.7369709994995119, -74.0124355093381183 40.7369709994995119, -74.0124355093381183 40.7347187472472569, -74.0094943328675328 40.7347187472472569))",0.0,1,446.0
M-0239,40.7358448765072,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7347187472472569, -74.0065531563969472 40.7369709994995119, -74.0094943328675328 40.7369709994995119, -74.0094943328675328 40.7347187472472569, -74.0065531563969472 40.7347187472472569))",12.0,2,893.0
M-0240,40.73584487650718,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7347187472472569, -74.0036119799263616 40.7369709994995119, -74.0065531563969472 40.7369709994995119, -74.0065531563969472 40.7347187472472569, -74.0036119799263616 40.7347187472472569))",19.0,2,2019.0
M-0241,40.7358448765072,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7347187472472569, -74.0006708034557761 40.7369709994995119, -74.0036119799263616 40.7369709994995119, -74.0036119799263616 40.7347187472472569, -74.0006708034557761 40.7347187472472569))",25.0,3,2238.0
M-0242,40.7358448765072,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7347187472472569, -73.9977296269851905 40.7369709994995119, -74.0006708034557761 40.7369709994995119, -74.0006708034557761 40.7347187472472569, -73.9977296269851905 40.7347187472472569))",26.0,3,1386.0
M-0243,40.7358448765072,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7347187472472569, -73.9947884505146050 40.7369709994995119, -73.9977296269851905 40.7369709994995119, -73.9977296269851905 40.7347187472472569, -73.9947884505146050 40.7347187472472569))",19.0,2,1300.0
M-0244,40.73584487650718,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7347187472472569, -73.9918472740440194 40.7369709994995119, -73.9947884505146050 40.7369709994995119, -73.9947884505146050 40.7347187472472569, -73.9918472740440194 40.7347187472472569))",30.0,4,3318.0
M-0245,40.7358448765072,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7347187472472569, -73.9889060975734338 40.7369709994995119, -73.9918472740440194 40.7369709994995119, -73.9918472740440194 40.7347187472472569, -73.9889060975734338 40.7347187472472569))",22.0,3,1830.0
M-0246,40.73584487650718,-73.98743550933816,"POLYGON ((-73.9859649211028483 40.7347187472472569, -73.9859649211028483 40.7369709994995119, -73.9889060975734338 40.7369709994995119, -73.9889060975734338 40.7347187472472569, -73.9859649211028483 40.7347187472472569))",20.0,3,2212.0
M-0247,40.7358448765072,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7347187472472569, -73.9830237446322627 40.7369709994995119, -73.9859649211028483 40.7369709994995119, -73.9859649211028483 40.7347187472472569, -73.9830237446322627 40.7347187472472569))",11.0,2,2394.0
M-0248,40.73584487650718,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7347187472472569, -73.9800825681616772 40.7369709994995119, -73.9830237446322627 40.7369709994995119, -73.9830237446322627 40.7347187472472569, -73.9800825681616772 40.7347187472472569))",6.0,1,948.0
M-0249,40.7358448765072,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7347187472472569, -73.9771413916910916 40.7369709994995119, -73.9800825681616772 40.7369709994995119, -73.9800825681616772 40.7347187472472569, -73.9771413916910916 40.7347187472472569))",13.0,2,4926.0
M-0250,40.7358448765072,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7347187472472569, -73.9742002152205060 40.7369709994995119, -73.9771413916910916 40.7369709994995119, -73.9771413916910916 40.7347187472472569, -73.9742002152205060 40.7347187472472569))",0.0,1,924.0
M-0251,40.7358448765072,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7347187472472569, -73.9712590387499205 40.7369709994995119, -73.9742002152205060 40.7369709994995119, -73.9742002152205060 40.7347187472472569, -73.9712590387499205 40.7347187472472569))",0.0,1,924.0
M-0252,40.738097128759335,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7369709994995119, -74.0094943328675328 40.7392232517517670, -74.0124355093381183 40.7392232517517670, -74.0124355093381183 40.7369709994995119, -74.0094943328675328 40.7369709994995119))",0.0,1,211.0
M-0253,40.738097128759335,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7369709994995119, -74.0065531563969472 40.7392232517517670, -74.0094943328675328 40.7392232517517670, -74.0094943328675328 40.7369709994995119, -74.0065531563969472 40.7369709994995119))",3.0,1,211.0
M-0254,40.738097128759335,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7369709994995119, -74.0036119799263616 40.7392232517517670, -74.0065531563969472 40.7392232517517670, -74.0065531563969472 40.7369709994995119, -74.0036119799263616 40.7369709994995119))",33.0,4,2149.0
M-0255,40.738097128759335,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7369709994995119, -74.0006708034557761 40.7392232517517670, -74.0036119799263616 40.7392232517517670, -74.0036119799263616 40.7369709994995119, -74.0006708034557761 40.7369709994995119))",22.0,3,2833.0
M-0256,40.738097128759335,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7369709994995119, -73.9977296269851905 40.7392232517517670, -74.0006708034557761 40.7392232517517670, -74.0006708034557761 40.7369709994995119, -73.9977296269851905 40.7369709994995119))",17.0,2,1888.0
M-0257,40.73809712875932,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7369709994995119, -73.9947884505146050 40.7392232517517670, -73.9977296269851905 40.7392232517517670, -73.9977296269851905 40.7369709994995119, -73.9947884505146050 40.7369709994995119))",15.0,2,2172.0
M-0258,40.738097128759335,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7369709994995119, -73.9918472740440194 40.7392232517517670, -73.9947884505146050 40.7392232517517670, -73.9947884505146050 40.7369709994995119, -73.9918472740440194 40.7369709994995119))",19.0,2,622.0
M-0259,40.738097128759335,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7369709994995119, -73.9889060975734338 40.7392232517517670, -73.9918472740440194 40.7392232517517670, -73.9918472740440194 40.7369709994995119, -73.9889060975734338 40.7369709994995119))",42.0,5,1558.0
M-0260,40.738097128759335,-73.98743550933814,"POLYGON ((-73.9859649211028483 40.7369709994995119, -73.9859649211028483 40.7392232517517670, -73.9889060975734338 40.7392232517517670, -73.9889060975734338 40.7369709994995119, -73.9859649211028483 40.7369709994995119))",17.0,2,1617.0
M-0261,40.738097128759335,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7369709994995119, -73.9830237446322627 40.7392232517517670, -73.9859649211028483 40.7392232517517670, -73.9859649211028483 40.7369709994995119, -73.9830237446322627 40.7369709994995119))",16.0,2,2278.0
M-0262,40.73809712875932,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7369709994995119, -73.9800825681616772 40.7392232517517670, -73.9830237446322627 40.7392232517517670, -73.9830237446322627 40.7369709994995119, -73.9800825681616772 40.7369709994995119))",15.0,2,3232.0
M-0263,40.738097128759335,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7369709994995119, -73.9771413916910916 40.7392232517517670, -73.9800825681616772 40.7392232517517670, -73.9800825681616772 40.7369709994995119, -73.9771413916910916 40.7369709994995119))",4.0,1,1570.0
M-0264,40.73809712875935,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7369709994995119, -73.9742002152205060 40.7392232517517670, -73.9771413916910916 40.7392232517517670, -73.9771413916910916 40.7369709994995119, -73.9742002152205060 40.7369709994995119))",0.0,1,988.0
M-0265,40.738097128759335,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7369709994995119, -73.9712590387499205 40.7392232517517670, -73.9742002152205060 40.7392232517517670, -73.9742002152205060 40.7369709994995119, -73.9712590387499205 40.7369709994995119))",1.0,1,263.0
M-0266,40.74034938101151,-74.01390609757341,"POLYGON ((-74.0124355093381183 40.7392232517517670, -74.0124355093381183 40.7414755040040220, -74.0153766858087039 40.7414755040040220, -74.0153766858087039 40.7392232517517670, -74.0124355093381183 40.7392232517517670))",0.0,1,211.0
M-0267,40.74034938101151,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7392232517517670, -74.0094943328675328 40.7414755040040220, -74.0124355093381183 40.7414755040040220, -74.0124355093381183 40.7392232517517670, -74.0094943328675328 40.7392232517517670))",0.0,1,211.0
M-0268,40.74034938101149,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7392232517517670, -74.0065531563969472 40.7414755040040220, -74.0094943328675328 40.7414755040040220, -74.0094943328675328 40.7392232517517670, -74.0065531563969472 40.7392232517517670))",15.0,2,828.0
M-0269,40.74034938101149,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7392232517517670, -74.0036119799263616 40.7414755040040220, -74.0065531563969472 40.7414755040040220, -74.0065531563969472 40.7392232517517670, -74.0036119799263616 40.7392232517517670))",18.0,2,1479.0
M-0270,40.74034938101151,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7392232517517670, -74.0006708034557761 40.7414755040040220, -74.0036119799263616 40.7414755040040220, -74.0036119799263616 40.7392232517517670, -74.0006708034557761 40.7392232517517670))",22.0,3,2893.0
M-0271,40.74034938101151,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7392232517517670, -73.9977296269851905 40.7414755040040220, -74.0006708034557761 40.7414755040040220, -74.0006708034557761 40.7392232517517670, -73.9977296269851905 40.7392232517517670))",15.0,2,1463.0
M-0272,40.74034938101151,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7392232517517670, -73.9947884505146050 40.7414755040040220, -73.9977296269851905 40.7414755040040220, -73.9977296269851905 40.7392232517517670, -73.9947884505146050 40.7392232517517670))",8.0,1,919.0
M-0273,40.74034938101151,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7392232517517670, -73.9918472740440194 40.7414755040040220, -73.9947884505146050 40.7414755040040220, -73.9947884505146050 40.7392232517517670, -73.9918472740440194 40.7392232517517670))",22.0,3,1890.0
M-0274,40.74034938101151,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7392232517517670, -73.9889060975734338 40.7414755040040220, -73.9918472740440194 40.7414755040040220, -73.9918472740440194 40.7392232517517670, -73.9889060975734338 40.7392232517517670))",30.0,4,2347.0
M-0275,40.74034938101149,-73.98743550933816,"POLYGON ((-73.9859649211028483 40.7392232517517670, -73.9859649211028483 40.7414755040040220, -73.9889060975734338 40.7414755040040220, -73.9889060975734338 40.7392232517517670, -73.9859649211028483 40.7392232517517670))",31.0,4,2241.0
M-0276,40.74034938101151,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7392232517517670, -73.9830237446322627 40.7414755040040220, -73.9859649211028483 40.7414755040040220, -73.9859649211028483 40.7392232517517670, -73.9830237446322627 40.7392232517517670))",31.0,4,1750.0
M-0277,40.74034938101151,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7392232517517670, -73.9800825681616772 40.7414755040040220, -73.9830237446322627 40.7414755040040220, -73.9830237446322627 40.7392232517517670, -73.9800825681616772 40.7392232517517670))",25.0,3,4849.0
M-0278,40.74034938101151,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7392232517517670, -73.9771413916910916 40.7414755040040220, -73.9800825681616772 40.7414755040040220, -73.9800825681616772 40.7392232517517670, -73.9771413916910916 40.7392232517517670))",7.0,1,1180.0
M-0279,40.74034938101151,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7392232517517670, -73.9742002152205060 40.7414755040040220, -73.9771413916910916 40.7414755040040220, -73.9771413916910916 40.7392232517517670, -73.9742002152205060 40.7392232517517670))",5.0,1,1443.0
M-0280,40.74034938101151,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7392232517517670, -73.9712590387499205 40.7414755040040220, -73.9742002152205060 40.7414755040040220, -73.9742002152205060 40.7392232517517670, -73.9712590387499205 40.7392232517517670))",1.0,1,263.0
M-0281,40.74260163326363,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7414755040040220, -74.0094943328675328 40.7437277562562770, -74.0124355093381183 40.7437277562562770, -74.0124355093381183 40.7414755040040220, -74.0094943328675328 40.7414755040040220))",0.0,1,321.0
M-0282,40.74260163326363,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7414755040040220, -74.0065531563969472 40.7437277562562770, -74.0094943328675328 40.7437277562562770, -74.0094943328675328 40.7414755040040220, -74.0065531563969472 40.7414755040040220))",22.0,3,1572.0
M-0283,40.74260163326363,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7414755040040220, -74.0036119799263616 40.7437277562562770, -74.0065531563969472 40.7437277562562770, -74.0065531563969472 40.7414755040040220, -74.0036119799263616 40.7414755040040220))",45.0,5,2580.0
M-0284,40.74260163326363,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7414755040040220, -74.0006708034557761 40.7437277562562770, -74.0036119799263616 40.7437277562562770, -74.0036119799263616 40.7414755040040220, -74.0006708034557761 40.7414755040040220))",18.0,2,2495.0
M-0285,40.74260163326363,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7414755040040220, -73.9977296269851905 40.7437277562562770, -74.0006708034557761 40.7437277562562770, -74.0006708034557761 40.7414755040040220, -73.9977296269851905 40.7414755040040220))",21.0,3,3135.0
M-0286,40.74260163326363,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7414755040040220, -73.9947884505146050 40.7437277562562770, -73.9977296269851905 40.7437277562562770, -73.9977296269851905 40.7414755040040220, -73.9947884505146050 40.7414755040040220))",23.0,3,1770.0
M-0287,40.74260163326363,-73.99331786227931,"POLYGON ((-73.9918472740440194 40.7414755040040220, -73.9918472740440194 40.7437277562562770, -73.9947884505146050 40.7437277562562770, -73.9947884505146050 40.7414755040040220, -73.9918472740440194 40.7414755040040220))",25.0,3,2773.0
M-0288,40.742601633263625,-73.99037668580873,"POLYGON ((-73.9889060975734338 40.7414755040040220, -73.9889060975734338 40.7437277562562770, -73.9918472740440194 40.7437277562562770, -73.9918472740440194 40.7414755040040220, -73.9889060975734338 40.7414755040040220))",30.0,4,1101.0
M-0289,40.742601633263625,-73.98743550933814,"POLYGON ((-73.9859649211028483 40.7414755040040220, -73.9859649211028483 40.7437277562562770, -73.9889060975734338 40.7437277562562770, -73.9889060975734338 40.7414755040040220, -73.9859649211028483 40.7414755040040220))",18.0,2,550.0
M-0290,40.742601633263625,-73.98449433286756,"POLYGON ((-73.9830237446322627 40.7414755040040220, -73.9830237446322627 40.7437277562562770, -73.9859649211028483 40.7437277562562770, -73.9859649211028483 40.7414755040040220, -73.9830237446322627 40.7414755040040220))",23.0,3,2862.0
M-0291,40.74260163326363,-73.98155315639697,"POLYGON ((-73.9800825681616772 40.7414755040040220, -73.9800825681616772 40.7437277562562770, -73.9830237446322627 40.7437277562562770, -73.9830237446322627 40.7414755040040220, -73.9800825681616772 40.7414755040040220))",45.0,5,8778.0
M-0292,40.74260163326363,-73.97861197992638,"POLYGON ((-73.9771413916910916 40.7414755040040220, -73.9771413916910916 40.7437277562562770, -73.9800825681616772 40.7437277562562770, -73.9800825681616772 40.7414755040040220, -73.9771413916910916 40.7414755040040220))",23.0,3,5706.0
M-0293,40.74260163326364,-73.9756708034558,"POLYGON ((-73.9742002152205060 40.7414755040040220, -73.9742002152205060 40.7437277562562770, -73.9771413916910916 40.7437277562562770, -73.9771413916910916 40.7414755040040220, -73.9742002152205060 40.7414755040040220))",7.0,1,1065.0
M-0294,40.74260163326363,-73.97272962698521,"POLYGON ((-73.9712590387499205 40.7414755040040220, -73.9712590387499205 40.7437277562562770, -73.9742002152205060 40.7437277562562770, -73.9742002152205060 40.7414755040040220, -73.9712590387499205 40.7414755040040220))",4.0,1,1203.0
M-0295,40.74260163326363,-73.96978845051463,"POLYGON ((-73.9683178622793349 40.7414755040040220, -73.9683178622793349 40.7437277562562770, -73.9712590387499205 40.7437277562562770, -73.9712590387499205 40.7414755040040220, -73.9683178622793349 40.7414755040040220))",0.0,1,748.0
M-0296,40.74485388551581,-74.01096492110283,"POLYGON ((-74.0094943328675328 40.7437277562562770, -74.0094943328675328 40.7459800085085320, -74.0124355093381183 40.7459800085085320, -74.0124355093381183 40.7437277562562770, -74.0094943328675328 40.7437277562562770))",0.0,1,110.0
M-0297,40.7448538855158,-74.00802374463224,"POLYGON ((-74.0065531563969472 40.7437277562562770, -74.0065531563969472 40.7459800085085320, -74.0094943328675328 40.7459800085085320, -74.0094943328675328 40.7437277562562770, -74.0065531563969472 40.7437277562562770))",2.0,1,312.0
M-0298,40.7448538855158,-74.00508256816165,"POLYGON ((-74.0036119799263616 40.7437277562562770, -74.0036119799263616 40.7459800085085320, -74.0065531563969472 40.7459800085085320, -74.0065531563969472 40.7437277562562770, -74.0036119799263616 40.7437277562562770))",5.0,1,625.0
M-0299,40.7448538855158,-74.00214139169107,"POLYGON ((-74.0006708034557761 40.7437277562562770, -74.0006708034557761 40.7459800085085320, -74.0036119799263616 40.7459800085085320, -74.0036119799263616 40.7437277562562770, -74.0006708034557761 40.7437277562562770))",11.0,2,1959.0
M-0300,40.74485388551581,-73.99920021522048,"POLYGON ((-73.9977296269851905 40.7437277562562770, -73.9977296269851905 40.7459800085085320, -74.0006708034557761 40.7459800085085320, -74.0006708034557761 40.7437277562562770, -73.9977296269851905 40.7437277562562770))",22.0,3,4708.0
M-0301,40.7448538855158,-73.9962590387499,"POLYGON ((-73.9947884505146050 40.7437277562562770, -73.9947884505146050 40.7459800085085320, -73.9977296269851905 40.7459800085085320, -73.9977296269851905 40.7437277562562770, -73.9947884505146050 40.7437277562562770))",19.0,2,1179.0
